Date,Price,Open,High,Low,Vol,percent
"May 26, 2014",50021.72,49996.67,50021.72,49819.25,102.06M,0.14%
"May 23, 2014",49952.69,49914.91,50065.89,49834.22,164.62M,0.12%
"May 22, 2014",49891.36,49817.79,50037.05,49816.97,197.36M,0.49%
"May 21, 2014",49648.12,49518.94,49648.12,49427.19,138.92M,0.06%
"May 20, 2014",49617,49700.91,49787.41,49538.31,184.33M,0.22%
"May 19, 2014",49507.48,49250.79,49615.33,49120.86,142.20M,0.71%
"May 16, 2014",49159.77,49439.7,49562.79,49072.13,149.73M,-0.60%
"May 15, 2014",49454.59,49578.28,49885.84,49380.13,154.48M,-0.36%
"May 14, 2014",49632.23,49331.76,49668.46,49229.04,225.46M,0.88%
"May 13, 2014",49199.7,49368.51,49407.95,49071.9,162.66M,-0.08%
"May 12, 2014",49239.29,49136.73,49327.96,49038.89,174.19M,0.79%
"May 09, 2014",48852.45,48973.53,48993.24,48755.64,139.05M,-0.36%
"May 08, 2014",49026.95,48976.21,49169.39,48963.57,202.17M,0.17%
"May 06, 2014",48942.02,49061.03,49061.03,48736.28,177.15M,0.13%
"May 05, 2014",48880.81,48957.01,49170.24,48785.8,118.58M,-0.43%
"May 02, 2014",49091.16,48893.67,49187.19,48857.22,139.59M,0.45%
"Apr 30, 2014",48870.1,48769.54,48924.3,48743.26,198.02M,-0.13%
"Apr 29, 2014",48935.36,48865.47,48935.36,48611.6,164.23M,0.05%
"Apr 25, 2014",48910.9,48828.27,49052.49,48824.81,135.16M,-0.05%
"Apr 24, 2014",48934.51,48919.91,49069.63,48813.39,177.45M,0.59%
"Apr 23, 2014",48647.62,48643.31,48909.82,48643.31,169.66M,0.01%
"Apr 22, 2014",48643.31,48313.51,48645.66,48313.51,139.39M,0.58%
"Apr 17, 2014",48362.22,48156.42,48362.22,48006.66,143.07M,0.46%
"Apr 16, 2014",48139.69,48089.26,48193.28,47877.38,181.07M,0.73%
"Apr 15, 2014",47789.76,48112.88,48238.11,47746.11,186.63M,-0.88%
"Apr 14, 2014",48213.26,48040.82,48248.83,47922.68,165.69M,0.38%
"Apr 11, 2014",48032.41,48134.79,48224.51,47876.62,185.35M,-1.03%
"Apr 10, 2014",48529.88,48476.96,48683.37,48233.21,221.23M,0.49%
"Apr 09, 2014",48291.88,48207.7,48515.63,48207.7,222.07M,0.46%
"Apr 08, 2014",48069.53,48038.29,48069.53,47814.96,226.06M,0.44%
"Apr 07, 2014",47857.95,47844.5,48107.33,47798.22,195.11M,-1.01%
"Apr 04, 2014",48347.75,48278.68,48409.11,48188.82,218.71M,0.24%
"Apr 03, 2014",48231.39,48350.36,48611.69,48132.55,198.76M,-0.36%
"Apr 02, 2014",48405.9,48369.95,48473.99,48302.69,266.09M,0.63%
"Apr 01, 2014",48104.98,47925.73,48262.95,47878.84,189.22M,0.70%
"Mar 31, 2014",47770.92,47947,48137.67,47770.92,229.72M,-0.33%
"Mar 28, 2014",47930.03,47538.99,47930.03,47492.8,204.98M,1.16%
"Mar 27, 2014",47380.98,47193.57,47426.54,47191.39,193.80M,-0.57%
"Mar 26, 2014",47652.89,47545.32,47766.64,47545.32,188.40M,0.56%
"Mar 25, 2014",47387.56,46917.98,47477,46816.63,154.18M,1.09%
"Mar 24, 2014",46875.37,46708.4,47011.4,46700.42,174.08M,0.79%
"Mar 20, 2014",46508.27,46465.55,46685.15,46300.99,404.20M,-0.34%
"Mar 19, 2014",46666.54,47074.62,47121.44,46595.32,200.54M,-0.83%
"Mar 18, 2014",47059.19,46938.08,47198.13,46610.83,204.59M,0.52%
"Mar 17, 2014",46816.65,46273.71,46847.12,46204.53,160.74M,0.87%
"Mar 14, 2014",46412.4,46245.65,46448.74,46070.98,196.06M,-0.88%
"Mar 13, 2014",46825.52,47298.88,47364.67,46825.52,182.06M,-0.77%
"Mar 12, 2014",47188.84,47291.79,47370.48,47088.98,175.52M,-0.89%
"Mar 11, 2014",47612.81,47391.84,47612.81,47220.41,175.96M,0.61%
"Mar 10, 2014",47322.46,47354.58,47531.71,47168.98,146.74M,-0.97%
"Mar 07, 2014",47786.77,47866.16,48002.23,47766.95,162.78M,-0.07%
"Mar 06, 2014",47819.53,47615.06,47884.79,47492.72,172.09M,0.64%
"Mar 05, 2014",47514.8,47626.86,47691.29,47412.31,193.90M,-0.18%
"Mar 04, 2014",47602.69,47339.36,47643.28,47276.11,219.41M,0.99%
"Mar 03, 2014",47138.32,46896.71,47138.32,46824.12,134.29M,-0.40%
"Feb 28, 2014",47328.92,47164.45,47328.92,46991.57,241.33M,0.59%
"Feb 27, 2014",47049.79,47215.86,47321.19,46905.96,165.37M,0.07%
"Feb 26, 2014",47017.19,47108.65,47160.75,46900.94,171.02M,0.13%
"Feb 25, 2014",46956.75,47352.4,47494.19,46956.75,193.32M,-0.92%
"Feb 24, 2014",47394,47226.39,47614.47,47194.43,156.77M,-0.12%
"Feb 21, 2014",47452.24,47539.48,47616.85,47256.77,164.16M,0.64%
"Feb 20, 2014",47149.35,47339.09,47339.09,47041.41,177.46M,-0.61%
"Feb 19, 2014",47438.31,47296.23,47438.31,47174.19,184.84M,0.69%
"Feb 18, 2014",47112.43,47241.76,47265.19,46880.13,134.91M,0.18%
"Feb 17, 2014",47027.54,46826.65,47175.98,46824.52,147.34M,0.86%
"Feb 14, 2014",46628.74,46493.14,46689.22,46488.01,143.44M,0.82%
"Feb 13, 2014",46251.77,46322.27,46539.07,46146.84,176.26M,-0.37%
"Feb 12, 2014",46425.11,46073.65,46430.3,46029.8,188.05M,1.22%
"Feb 11, 2014",45866.02,46009.99,46233.3,45750.21,199.26M,-0.12%
"Feb 10, 2014",45920.87,45577.12,45942.64,45521.12,165.25M,1.28%
"Feb 07, 2014",45340.76,45174.38,45385.17,45038.73,185.57M,0.79%
"Feb 06, 2014",44985.34,44599.6,44985.34,44326.81,252.38M,1.14%
"Feb 05, 2014",44477.18,44388.26,44571.86,44220.99,195.98M,0.06%
"Feb 04, 2014",44451.57,44370.3,44525.25,44145.42,251.06M,-1.12%
"Feb 03, 2014",44956.91,45005,45417.12,44826.17,173.14M,-0.39%
"Jan 31, 2014",45132.1,45249.63,45370.42,44945.9,284.59M,-0.10%
"Jan 30, 2014",45178.25,45654.26,45654.26,45147.73,423.85M,-0.85%
"Jan 29, 2014",45564.62,46093.71,46394.87,45392.97,247.78M,-0.35%
"Jan 28, 2014",45724.7,45675.28,45805.77,45580.56,168.23M,-0.06%
"Jan 27, 2014",45750.7,45938.4,46099.13,45670.44,179.03M,-1.53%
"Jan 24, 2014",46462.14,46998.64,47052.46,46395.07,196.30M,-1.24%
"Jan 23, 2014",47045.44,46885.6,47348.48,46885.6,195.66M,0.09%
"Jan 22, 2014",47000.95,46971.09,47000.95,46766.78,149.60M,0.24%
"Jan 21, 2014",46889.64,46946.91,46946.91,46723.68,176.02M,-0.10%
"Jan 20, 2014",46934.59,46643.52,46974.14,46481.19,158.20M,0.55%
"Jan 17, 2014",46675.88,46798.01,46966.36,46646.37,221.16M,-0.11%
"Jan 16, 2014",46728.46,46470.81,46798.02,46110.96,154.96M,0.62%
"Jan 15, 2014",46442.45,46090.08,46545.89,46090.08,144.17M,1.00%
"Jan 14, 2014",45982.07,45668.54,46033.7,45638.39,145.34M,-0.10%
"Jan 13, 2014",46030.25,45622.39,46030.25,45622.39,134.14M,1.06%
"Jan 10, 2014",45548.15,45455.26,45701.19,45334.78,145.29M,0.23%
"Jan 09, 2014",45444.59,45686.89,45795.15,45444.59,132.76M,-0.55%
"Jan 08, 2014",45696.97,45879.6,46108.41,45662.59,118.05M,-0.37%
"Jan 07, 2014",45867.52,45910.32,46111.84,45851.49,120.52M,-0.07%
"Jan 06, 2014",45897.44,46021.48,46351.27,45842.86,98.14M,-0.67%
"Jan 03, 2014",46206.09,46465.82,46465.82,46093.54,65.92M,-0.82%
"Jan 02, 2014",46589.7,46410.01,46836.02,46354.3,69.59M,0.72%
"Dec 31, 2013",46256.23,46019.28,46290.2,45873.17,38.32M,0.27%
"Dec 30, 2013",46131.29,45901.82,46131.29,45898.1,67.84M,0.87%
"Dec 27, 2013",45735.26,45015.06,45773.92,45009.77,63.36M,1.83%
"Dec 24, 2013",44912.8,44807.36,44976.63,44791.21,27.36M,0.36%
"Dec 23, 2013",44753.19,44589.42,44843.21,44589.42,93.06M,0.40%
"Dec 20, 2013",44574.25,44335.46,44609.07,44261.82,227.95M,0.56%
"Dec 19, 2013",44327.84,44368.82,44483.63,44039.35,303.87M,0.92%
"Dec 18, 2013",43925.38,43887.34,44007.69,43669.14,154.25M,0.17%
"Dec 17, 2013",43848.95,43554.59,43918.07,43409.98,163.32M,1.54%
"Dec 13, 2013",43185.73,43485.55,43640.45,42921.45,197.95M,-0.15%
"Dec 12, 2013",43252.17,43975.42,44067.53,43252.17,238.36M,-2.67%
"Dec 11, 2013",44436.86,44481.66,44649.14,44281.3,186.10M,-0.46%
"Dec 10, 2013",44640.98,44805.5,44888.38,44450.16,175.25M,-0.20%
"Dec 09, 2013",44732.42,44659.82,44768.35,44377.9,134.13M,0.26%
"Dec 06, 2013",44616.21,44302.68,44751.04,44265.98,183.76M,0.72%
"Dec 05, 2013",44297.66,44064.5,44563.68,44064.5,154.87M,0.71%
"Dec 04, 2013",43986.37,44019.31,44363.9,43913.22,195.50M,0.05%
"Dec 03, 2013",43962.83,44454.3,44518.87,43886.47,196.06M,-1.56%
"Dec 02, 2013",44659.37,44826.9,44933.07,44649.93,109.49M,-0.70%
"Nov 29, 2013",44975.67,44984.15,45025.03,44786.31,156.72M,-0.18%
"Nov 28, 2013",45058.22,44577.56,45058.22,44553.32,197.75M,1.11%
"Nov 27, 2013",44564.01,44068.12,44564.01,44037.98,188.85M,1.31%
"Nov 26, 2013",43988.14,44595.54,44595.54,43963.49,254.51M,-1.27%
"Nov 25, 2013",44552.51,44517.92,44788,44495.42,155.83M,0.26%
"Nov 22, 2013",44435.61,44831.16,44909,44172.3,177.39M,-0.68%
"Nov 21, 2013",44741.55,44919.86,44919.86,44613.8,141.32M,-1.02%
"Nov 20, 2013",45201.08,44975.73,45243.68,44964.48,266.88M,0.14%
"Nov 19, 2013",45138.13,45350.77,45350.77,44948.26,165.42M,-0.64%
"Nov 18, 2013",45428.85,45307.85,45428.85,45149.49,159.64M,0.56%
"Nov 15, 2013",45174.18,45126.75,45333.36,44958.96,167.12M,0.60%
"Nov 14, 2013",44903.85,45245.46,45309.57,44845.81,149.06M,0.62%
"Nov 13, 2013",44625,45175.13,45263.1,44548.85,256.12M,-1.81%
"Nov 12, 2013",45448.28,45573.32,45669.47,45297.42,171.29M,-0.09%
"Nov 11, 2013",45488.18,45629.34,45732.95,45426.15,163.95M,0.02%
"Nov 08, 2013",45481.19,45641.67,45704.76,45365.12,170.56M,-1.27%
"Nov 07, 2013",46068.47,46169.97,46286.18,45980.94,166.46M,-0.27%
"Nov 06, 2013",46192.91,45925.06,46192.91,45925.06,185.30M,0.97%
"Nov 05, 2013",45750.23,45723.41,45991.49,45712.4,155.68M,0.17%
"Nov 04, 2013",45671.44,45624.26,45720.15,45495.68,107.94M,0.24%
"Nov 01, 2013",45561.08,45485.46,45674.75,45469.89,133.35M,0.10%
"Oct 31, 2013",45517.56,45507.03,45659.25,45392.87,166.08M,-0.21%
"Oct 30, 2013",45611.91,45515.28,45676.01,45448.08,130.41M,0.37%
"Oct 29, 2013",45443.88,45248.82,45572.76,45222.27,132.58M,0.09%
"Oct 28, 2013",45401.67,45293.68,45485.02,45291.7,125.78M,0.62%
"Oct 25, 2013",45124.04,45056.12,45177.47,44967.97,145.05M,0.13%
"Oct 24, 2013",45063.49,45128.67,45189.29,44919.42,150.40M,0.06%
"Oct 23, 2013",45035.78,45266.63,45266.63,44980.26,154.16M,-0.71%
"Oct 22, 2013",45357.81,45058.16,45486.01,45022.45,181.56M,0.96%
"Oct 21, 2013",44926.71,44897.6,44993.13,44849.39,130.12M,0.53%
"Oct 18, 2013",44689.29,44753.21,44753.21,44547.62,161.45M,0.39%
"Oct 17, 2013",44514.12,44494.34,44623.47,44375.64,161.71M,0.22%
"Oct 16, 2013",44418.01,44177.79,44519.96,44142.76,192.26M,0.27%
"Oct 15, 2013",44297.17,43891.46,44320.69,43891.46,160.03M,1.31%
"Oct 14, 2013",43723.16,43483.13,43774.57,43346.86,105.37M,0.24%
"Oct 11, 2013",43620.57,43466.19,43657.1,43416.92,186.05M,0.69%
"Oct 10, 2013",43321.36,42853.94,43321.36,42828.24,-,1.27%
"Oct 09, 2013",42779.87,43158.51,43174.8,42741.16,161.39M,-1.10%
"Oct 08, 2013",43253.61,43704.21,43706.08,43193.29,155.02M,-1.08%
"Oct 07, 2013",43725.7,43661.87,43725.7,43529.8,125.57M,-0.46%
"Oct 04, 2013",43925.68,43881.11,44012.24,43632.91,135.12M,-0.18%
"Oct 03, 2013",44006.86,43972.24,44199.22,43907.87,195.39M,0.09%
"Oct 02, 2013",43967.84,44021.56,44059.68,43766.97,153.79M,0.05%
"Oct 01, 2013",43946.53,43876.51,44058.85,43788.07,-,-0.19%
"Sep 30, 2013",44031.83,43985.8,44113.04,43871.59,220.55M,-0.74%
"Sep 27, 2013",44358.74,44499.69,44571.75,44230.13,171.45M,0.02%
"Sep 26, 2013",44350.31,44469.72,44601.69,44279.05,147.47M,-0.23%
"Sep 25, 2013",44453.88,44020.58,44453.88,43965.31,234.08M,0.99%
"Sep 23, 2013",44017.73,44051.46,44133.37,43944.91,-,-0.17%
"Sep 20, 2013",44094.31,44205.35,44277.61,44022.37,330.42M,-0.47%
"Sep 19, 2013",44302.94,44052.72,44382.72,44052.72,329.04M,2.15%
"Sep 18, 2013",43371.44,43692.16,43744.89,43333.55,177.28M,-0.89%
"Sep 17, 2013",43762.87,43580.74,43805.24,43503.31,185.47M,0.39%
"Sep 16, 2013",43594.92,43850.22,43865.54,43501.35,151.28M,-0.02%
"Sep 13, 2013",43602.64,43626.9,43632.76,43467.32,172.08M,-0.34%
"Sep 12, 2013",43752.3,43373.37,43776.71,43359.44,211.98M,0.77%
"Sep 11, 2013",43419.32,43455.82,43519.14,43301.83,184.62M,-0.29%
"Sep 10, 2013",43545.83,43099.09,43545.83,43067.8,234.75M,1.81%
"Sep 09, 2013",42769.62,42916.98,42916.98,42655.23,168.12M,-0.16%
"Sep 06, 2013",42837.71,42768.81,42971.5,42514.34,153.88M,0.09%
"Sep 05, 2013",42797.21,42656.47,42925.15,42653.69,173.89M,0.65%
"Sep 04, 2013",42522.8,42804.02,42804.02,42328.51,156.30M,-0.86%
"Sep 03, 2013",42892.25,42789.13,43056.34,42700.36,147.34M,0.39%
"Sep 02, 2013",42725.7,42407.7,42735.98,42378.16,165.58M,1.18%
"Aug 30, 2013",42228.34,42495.4,42596.53,42001.67,255.55M,-0.47%
"Aug 29, 2013",42429.36,42415.25,42704.7,42293.86,219.27M,0.28%
"Aug 28, 2013",42311,42794.23,42817.96,42301.85,191.24M,-1.79%
"Aug 27, 2013",43082.83,43189.47,43349.15,42866.26,244.12M,-0.48%
"Aug 26, 2013",43290.55,43038.22,43323.01,42994.94,134.68M,0.69%
"Aug 23, 2013",42994.92,42878.29,43036.03,42760.77,169.06M,-0.05%
"Aug 22, 2013",43014.44,42684.7,43014.44,42678.81,222.10M,0.59%
"Aug 21, 2013",42762.37,42673.6,42839.63,42604.75,141.86M,-0.01%
"Aug 20, 2013",42765.22,42582.85,42840.13,42482.57,172.47M,-0.36%
"Aug 19, 2013",42920.22,43098.28,43098.28,42811.69,171.97M,-0.28%
"Aug 16, 2013",43042.11,42659.64,43042.11,42649.74,151.72M,1.25%
"Aug 15, 2013",42509.7,43097.39,43097.39,42458.64,144.13M,-1.18%
"Aug 14, 2013",43019.21,42687.8,43019.21,42680,159.07M,0.78%
"Aug 13, 2013",42685.35,42516.37,42685.35,42469.16,209.84M,0.44%
"Aug 12, 2013",42497.3,42232.36,42497.3,42012.54,179.65M,1.80%
"Aug 08, 2013",41747.16,41681.69,41898.86,41595.06,141.03M,0.35%
"Aug 07, 2013",41600.03,41430.53,41600.03,41282.34,180.54M,0.06%
"Aug 06, 2013",41573.71,41810,41891.31,41543.67,175.78M,-0.55%
"Aug 05, 2013",41803.93,41764.52,41998.77,41565.76,174.70M,0.25%
"Aug 02, 2013",41700.19,42047.44,42066.67,41700.19,175.70M,-0.50%
"Aug 01, 2013",41909.39,41352.89,41909.39,41352.89,181.20M,1.49%
"Jul 31, 2013",41292.84,40943.97,41293.58,40791.78,178.78M,0.74%
"Jul 30, 2013",40991.3,40884.2,41105.74,40764.75,184.48M,0.42%
"Jul 29, 2013",40819.98,40681.44,40892.67,40610.85,155.26M,0.80%
"Jul 26, 2013",40497.81,40846.56,40912.67,40405.95,168.55M,-0.59%
"Jul 25, 2013",40739.95,40944.04,40944.04,40398.22,147.73M,-0.36%
"Jul 24, 2013",40886.61,41019.28,41225.14,40728.19,196.43M,-0.70%
"Jul 23, 2013",41176.57,41014.6,41232.58,41001.16,154.69M,0.69%
"Jul 22, 2013",40894.05,40818.27,40941.41,40560.31,159.11M,0.85%
"Jul 19, 2013",40549.4,40967.09,41063.08,40549.4,163.21M,-1.45%
"Jul 18, 2013",41147.6,40800.85,41147.6,40653.22,177.57M,0.49%
"Jul 17, 2013",40946.04,40562.25,40994.59,40525.12,228.75M,1.39%
"Jul 16, 2013",40385.34,40902.46,40902.46,40268.53,142.57M,-0.87%
"Jul 15, 2013",40740.14,40876.82,41097.61,40644.23,117.35M,0.01%
"Jul 12, 2013",40734.89,40779.82,40886.24,40662.18,142.17M,0.47%
"Jul 11, 2013",40543,40443.63,40555.59,40282.34,156.36M,2.28%
"Jul 10, 2013",39638.54,39791.45,39992.16,39384.02,161.99M,-0.33%
"Jul 09, 2013",39769.08,39830.17,40180.41,39717.22,138.14M,-0.07%
"Jul 08, 2013",39795.17,39568.36,39914.96,39216.13,144.80M,1.60%
"Jul 05, 2013",39169.83,40062.65,40062.65,39169.83,145.57M,-2.15%
"Jul 04, 2013",40030.19,39503.68,40108.35,39500.68,176.98M,1.75%
"Jul 03, 2013",39343.31,39657.34,39657.34,39186.87,247.22M,-1.26%
"Jul 02, 2013",39844.7,40029.68,40029.68,39702.9,171.23M,-0.22%
"Jul 01, 2013",39932.83,39385.95,40204.57,39195.38,178.91M,0.90%
"Jun 28, 2013",39578.1,39281.25,39666.6,39068.47,295.35M,1.27%
"Jun 27, 2013",39083.31,39014.55,39132.13,38589.51,266.16M,0.35%
"Jun 26, 2013",38946.07,38478.42,38984.36,38231.62,250.05M,1.20%
"Jun 25, 2013",38484.19,38170.26,38528.24,37840.23,253.77M,1.07%
"Jun 24, 2013",38075.22,38755.98,38846.99,37931.8,220.58M,-2.41%
"Jun 21, 2013",39016.62,39583.28,39778.84,38959.13,410.88M,-1.31%
"Jun 20, 2013",39536.08,40148.34,40290.93,39522.42,402.31M,-3.06%
"Jun 19, 2013",40784.31,41093.3,41097.82,40527.28,253.59M,-0.53%
"Jun 18, 2013",41003.25,40443.47,41022.65,40332.07,285.56M,1.69%
"Jun 14, 2013",40323.62,40116.79,40323.62,39790.55,242.10M,1.29%
"Jun 13, 2013",39811.78,39164.22,39851.08,39018.34,293.80M,0.11%
"Jun 12, 2013",39766.53,39550.04,39959.9,39524.47,246.58M,0.37%
"Jun 11, 2013",39621,40850.73,40850.73,39613.53,321.69M,-3.21%
"Jun 10, 2013",40933.88,41106.29,41159.64,40811.7,213.87M,0.30%
"Jun 07, 2013",40813.33,40329.83,40813.33,40103.29,694.89M,1.17%
"Jun 06, 2013",40341.24,40717.77,40777.2,40247.89,304.06M,-1.11%
"Jun 05, 2013",40793.81,40970.26,40970.26,40577.37,281.22M,-0.25%
"Jun 04, 2013",40897.68,41232.85,41257.08,40805.09,250.69M,-0.15%
"Jun 03, 2013",40957.61,41586.5,41619.57,40815.65,242.83M,-2.52%
"May 31, 2013",42016.45,42207.85,42207.85,41670.27,-,0.18%
"May 30, 2013",41941.88,41298.2,41941.88,41290.48,281.51M,1.72%
"May 29, 2013",41233.07,41831.84,41831.84,41233.07,208.07M,-1.76%
"May 28, 2013",41971.17,41489.13,41983.66,41327.98,206.08M,1.30%
"May 27, 2013",41432.46,41069.9,41432.46,40998.68,120.14M,1.06%
"May 24, 2013",40998.58,40988.28,41134.9,40730.18,205.66M,0.35%
"May 23, 2013",40855.89,41120.86,41411.67,40725.93,246.67M,-2.34%
"May 22, 2013",41836.02,41859.56,42016.65,41416.49,236.40M,0.05%
"May 21, 2013",41815.36,41345.31,41815.36,41317.16,293.63M,1.79%
"May 20, 2013",41079.55,41614.74,41614.74,40770.18,291.91M,-0.81%
"May 17, 2013",41413.44,41544.95,41633.71,41335.87,225.94M,-0.03%
"May 16, 2013",41427.76,41115.7,41469.1,41017.8,264.38M,1.01%
"May 15, 2013",41014.98,40685.67,41014.98,40655.01,236.16M,0.75%
"May 14, 2013",40711.32,40465.35,40711.32,40291.91,228.16M,0.75%
"May 13, 2013",40407.27,40337.53,40444.53,40138.96,169.39M,0.44%
"May 10, 2013",40232.05,40442.35,40564.24,40083.6,197.23M,-0.26%
"May 09, 2013",40337.81,40435.1,40664.82,40291.89,220.28M,-0.29%
"May 08, 2013",40456.62,40028.09,40456.62,40003.15,256.49M,1.59%
"May 07, 2013",39821.48,39885.49,40084.17,39760.33,-,-0.02%
"May 06, 2013",39828.96,39652.09,39904.3,39603.15,148.82M,0.60%
"May 03, 2013",39592.28,39054.13,39636.16,38896.95,271.09M,1.30%
"May 02, 2013",39082.85,38826.85,39082.85,38740.86,214.42M,0.90%
"Apr 30, 2013",38735,39112.72,39153.13,38614.59,250.88M,-0.74%
"Apr 29, 2013",39025.64,39090,39243.15,38859.5,144.25M,-0.15%
"Apr 26, 2013",39082.42,39061.86,39274.92,38997,181.88M,-0.12%
"Apr 25, 2013",39128.87,38819.93,39295.27,38803.06,206.20M,0.89%
"Apr 24, 2013",38783.07,38815.68,38901.07,38554.02,222.34M,0.10%
"Apr 23, 2013",38742.43,38181.82,38826.65,38181.82,228.47M,1.50%
"Apr 22, 2013",38169.13,38501.68,38632.12,38023.79,201.90M,-0.66%
"Apr 19, 2013",38422.21,38113.72,38422.21,38075.97,211.94M,1.50%
"Apr 18, 2013",37852.62,37935.55,38006.51,37717.78,204.08M,0.13%
"Apr 17, 2013",37801.67,38568.42,38568.42,37801.67,235.02M,-1.63%
"Apr 16, 2013",38429.66,38223.19,38506.15,38223.19,203.70M,1.12%
"Apr 15, 2013",38003.7,38352.08,38378.83,37736.86,-,-1.62%
"Apr 12, 2013",38630.54,39070.61,39070.61,38468.74,184.09M,-1.23%
"Apr 11, 2013",39109.98,39083.99,39146.1,38878.4,163.32M,0.10%
"Apr 10, 2013",39070.57,38777.63,39076.91,38701.93,228.34M,1.37%
"Apr 09, 2013",38540.81,38759.3,38799.05,38379.93,223.55M,-0.11%
"Apr 08, 2013",38582.95,38711.92,38809.19,38518.23,188.65M,0.21%
"Apr 05, 2013",38500.21,39144.33,39165.81,38385.45,236.68M,-1.45%
"Apr 04, 2013",39064.88,39435.37,39498.45,39014.9,192.81M,-0.89%
"Apr 03, 2013",39414.34,39987.16,39987.16,39408.58,191.06M,-1.57%
"Apr 02, 2013",40041.32,39937,40117.45,39908.32,174.13M,0.45%
"Mar 28, 2013",39860.84,39924.77,39943.75,39778.86,190.54M,-0.05%
"Mar 27, 2013",39882.44,40359.18,40465.12,39743.42,207.25M,-0.92%
"Mar 26, 2013",40253.25,40121.04,40314.93,40075.8,233.99M,0.61%
"Mar 25, 2013",40008.7,40126.34,40180.23,39932.99,179.55M,-0.14%
"Mar 22, 2013",40063.38,40167.45,40209.05,39960.93,207.00M,-0.63%
"Mar 20, 2013",40318.79,40336.68,40502.3,40309.35,303.28M,-0.07%
"Mar 19, 2013",40346.17,40460.82,40539.61,40242.31,209.23M,-0.31%
"Mar 18, 2013",40470.65,40437.59,40566.05,40293.4,194.50M,-0.70%
"Mar 15, 2013",40757.94,40946.23,41023.76,40757.94,440.83M,-0.37%
"Mar 14, 2013",40908.58,40809.58,41047.72,40789.25,243.07M,0.08%
"Mar 13, 2013",40876.1,41002.15,41040.11,40829.8,253.09M,-0.19%
"Mar 12, 2013",40952.46,40900.82,41026.24,40795.84,193.29M,-0.08%
"Mar 11, 2013",40984.22,40742.18,41019.89,40714.69,-,0.62%
"Mar 08, 2013",40732.81,40702.07,40915.9,40675.21,228.31M,0.03%
"Mar 07, 2013",40719.68,40509.87,40740.89,40375.85,225.39M,0.70%
"Mar 06, 2013",40437.25,40511.12,40668.35,40420.16,230.46M,-0.27%
"Mar 05, 2013",40546.24,39887.09,40558.52,39887.09,216.23M,1.76%
"Mar 04, 2013",39844.24,39975.05,39975.05,39800.76,198.26M,-0.72%
"Mar 01, 2013",40134.97,39777.08,40179.3,39735.12,232.54M,1.07%
